,name,avg_viewers,time_streamed,all_time_peak_viewers,hours_watched,rank,follower_gained,total_followers,total_views
2031,ELLANATV,58,49.5,1525,2900.0,39613,42.0,5800.0,--
2032,STELIUS,44,92.7,185,4100.0,39634,112.0,44200.0,--
2033,ELFYAA,59,46.6,224,2800.0,39668,96.0,1700.0,--
2034,SIIIMBAAA__,72,22.1,354,1600.0,39730,135.0,8400.0,--
2035,JEYZUK,55,57.2,290,3200.0,39731,131.0,6700.0,--
2036,LISHOU,36,133.6,595,4800.0,39742,33.0,6400.0,--
2037,FALCAOGAMESPLAY,69,27.5,546,1900.0,39769,1.0,770,--
2038,CHICKENSRACINGTV,28,203.3,323,5600.0,39809,70.0,1900.0,--
2039,TABLEIKEA_,82,8.0,262,652.0,39811,219.0,5600.0,--
2040,ATOZ_PRO_SWORD,68,29.0,2516,2000.0,39827,215.0,6400.0,--
2041,NAGISA_FTN,81,8.7,161,702.0,39831,305.0,1800.0,--
2042,ASUNASANCHI,56,53.3,4806,3000.0,39846,28.0,9800.0,--
2043,CHARLINECHERRY,81,8.4,191,686.0,39867,348.0,27300.0,--
2044,JEREMREDIFF,22,273.6,189,6100.0,39896,167.0,237,--
2045,HARDWAREMODDING31,64,35.5,1016,2300.0,39897,202.0,2100.0,--
2046,GABISHKAA,72,21.4,163,1500.0,39957,36.0,1200.0,--
2047,VALORCASTORG,78,12.9,788,1000.0,40014,34.0,1800.0,--
2048,CHEF_ODEL,47,80.4,228,3800.0,40033,478.0,2400.0,--
2049,LIBERTO,43,98.2,9486,4200.0,40048,264.0,287000,9530000.0
2050,THISHEEP,70,24.6,667,1700.0,40080,27.0,1800.0,--
2051,YUNSEF,36,131.6,606,4800.0,40081,48.0,2900.0,--
2052,ONEUP,47,79.7,197,3800.0,40083,35.0,7700.0,--
2053,ROMAINLANERY,82,6.9,675,567.0,40098,45.0,14400.0,--
2054,DAFMANN74,63,35.6,273,2300.0,40134,57.0,2200.0,--
2055,KHENAEL,52,63.4,280,3300.0,40165,24.0,3400.0,--
2056,MEANCATTV,76,14.8,3058,1100.0,40177,21.0,10200.0,--
2057,FAUCHEURFIFA,71,21.9,1715,1500.0,40187,86.0,23200.0,--
2058,AFROGAMEUSES,80,8.9,7087,708.0,40206,90.0,4800.0,416000
2059,CAMELIA,57,49.4,3119,2800.0,40211,12.0,24800.0,--
2060,SULLI_ZERANCE,75,15.5,3411,1200.0,40263,139.0,4700.0,--
2061,GR0K0N_,66,30.1,402,2000.0,40275,105.0,148,--
2062,SOLIVANN,60,42.9,9542,2600.0,40299,11.0,23200.0,--
2063,XAVOMGAMES,81,8.1,1061,656.0,40304,121.0,16200.0,--
2064,LYKOS_RW,46,82.8,854,3800.0,40310,70.0,3800.0,--
2065,DEFRAY01,26,219.0,321,5600.0,40325,58.0,2300.0,--
2066,MAECHI,67,28.1,7683,1900.0,40352,8.0,15300.0,--
2067,WESHDIEGO,73,17.9,2149,1300.0,40353,40.0,5600.0,--
2068,ASTROFYKE,30,176.7,390,5200.0,40412,1100.0,13500.0,--
2069,REBICHEE,75,15.4,347,1100.0,40434,12.0,9700.0,--
2070,ROXY,43,94.2,3079,4000.0,40449,1600.0,37100.0,388000
2071,AOVLR,82,5.8,240,475.0,40490,17.0,468,--
2072,CHOPINFTN,40,106.6,1593,4300.0,40503,687.0,37500.0,--
2073,MOTHERFAK11,39,112.4,187,4400.0,40565,78.0,3700.0,--
2074,PYJAMAFTN,48,72.7,235,3500.0,40583,1300.0,16700.0,--
2075,OCARIKNIGHTS,46,80.4,277,3700.0,40602,72.0,19600.0,358000
2076,NEMS,49,70.9,10017,3400.0,40629,45.0,149000,3980000.0
2077,JPP_NAS,32,155.6,201,5000.0,40668,73.0,2300.0,--
2078,DOCKSLIVE,57,47.2,780,2700.0,40674,42.0,4100.0,--
2079,SKALLOW344,50,66.8,2773,3300.0,40693,45.0,4400.0,--
2080,MIIDOUW_,21,280.8,1549,6000.0,40708,168.0,7800.0,--
2081,MOVYFTW_,42,96.7,928,4100.0,40758,529.0,5500.0,--
2082,ESCARGOOG,63,34.6,1269,2200.0,40766,121.0,6000.0,--
2083,NS_POPPY,28,191.8,155,5300.0,40786,1200.0,5900.0,--
2084,ASTRICOTCHAT,24,243.4,131,5700.0,40798,170.0,994,--
2085,MICKFORTIN,45,84.8,161,3800.0,40810,118.0,7800.0,--
2086,LETETRYL,75,13.9,681,1000.0,40822,64.0,2900.0,--
2087,LIEUTENANTJOHNPOIRIER,31,161.9,133,5000.0,40823,236.0,8100.0,--
2088,OWLGAMETV,52,60.0,236,3100.0,40864,963.0,12100.0,--
2089,MATHRICHARD,60,39.6,1076,2400.0,40894,29.0,15500.0,467000
2090,YUZUFEI,44,86.8,251,3800.0,40919,81.0,6100.0,--
2091,ALVAENA,56,49.4,510,2800.0,40928,28.0,35000.0,1200000.0
2092,TRONCH2CAKE,71,19.1,270,1400.0,40931,36.0,3100.0,--
2093,CHQDQLFF,53,57.5,1569,3000.0,40960,241.0,249,--
2094,SIMPSONCANAFR,65,29.4,615,1900.0,40964,322.0,325,--
2095,WALLSTARK,74,14.8,126,1100.0,40981,154.0,5800.0,--
2096,ITTLEDEW,51,63.2,615,3200.0,41001,67.0,2300.0,--
2097,KAMUIROBOTICS,66,27.5,3434,1800.0,41003,4.0,11900.0,505000
2098,LMFNORDINE,62,35.3,948,2200.0,41025,62.0,22200.0,--
2099,RAYZONVLR,42,94.3,445,4000.0,41159,522.0,727,--
2100,LYXZIZ,81,5.0,81,406.0,41174,0.0,63,--
2101,VADRISETSHINY,59,40.7,1045,2400.0,41228,21.0,14100.0,259000
2102,AXRUSH__,77,9.5,152,733.0,41239,1.0,187,--
2103,LUMOSIS_TV,43,90.8,1294,3900.0,41252,28.0,5500.0,--
2104,OPTICXEDIT,71,18.5,514,1300.0,41298,714.0,4300.0,--
2105,SPARTANIX54,29,177.9,75,5200.0,41301,66.0,384,--
2106,ATOMICBRAVEN,49,68.5,2119,3300.0,41359,32.0,3900.0,--
2107,MAZZEH,73,15.7,1592,1100.0,41388,27.0,5400.0,--
2108,BARCODETCG,60,39.0,2019,2300.0,41399,26.0,3300.0,--
2109,THEPAF,65,27.7,1155,1800.0,41412,88.0,117000,1710000.0
2110,NIEJDANTV,32,151.0,664,4800.0,41423,20.0,15500.0,1050000.0
2111,BLATTY,80,5.5,688,437.0,41456,2.0,26300.0,6010000.0
2112,MELIZZANDRE,52,57.5,63,3000.0,41465,107.0,952,--
2113,NICOCOACHPOKER,56,47.4,226,2600.0,41493,112.0,3400.0,--
2114,HUGO_DEES_TV,29,174.4,771,5100.0,41506,572.0,23600.0,--
2115,PATSCHOU,44,85.3,941,3700.0,41558,44.0,3300.0,--
2116,MIMIRICHH,45,79.2,473,3600.0,41597,193.0,3500.0,--
2117,TOTOLENARVALO,56,47.3,300,2600.0,41621,19.0,2100.0,--
2118,SUSHINIHILISTE,65,28.0,1098,1800.0,41632,288.0,5700.0,--
2119,NANAK,48,69.0,3233,3300.0,41682,11.0,24100.0,873000
2120,KORIPELUCHE,47,72.2,483,3400.0,41703,152.0,5800.0,--
2121,ROXXSTARZZ,43,87.2,85,3700.0,41709,10.0,1300.0,--
2122,GATAGA77,42,91.5,169,3800.0,41729,74.0,2300.0,--
2123,DRIINJA,58,41.5,2103,2400.0,41742,1000.0,12100.0,678000
2124,SYD_DE_LYWEN,38,111.7,3846,4200.0,41744,17.0,3800.0,--
2125,MYSTAMOON,63,30.2,528,1900.0,41781,136.0,7800.0,--
2126,LA_KALZONE,40,99.0,79,4000.0,41796,138.0,1900.0,--
2127,BLACKPOULE,53,52.2,429,2800.0,41820,20.0,37500.0,720000
2128,HUGOLAZ,50,62.1,460,3100.0,41829,59.0,5900.0,--
2129,SEAOFTHIEVESFRANCE,62,32.5,1265,2000.0,41834,470.0,12300.0,505000
2130,NAUZIRA,27,188.2,381,5200.0,41856,28.0,21200.0,366000
2131,OVERTECK_MIGON,67,23.1,1508,1600.0,41862,262.0,285000,2260000.0
2132,LADIFFTV,65,27.0,2687,1800.0,41864,271.0,197000,2150000.0
2133,LEOPAULVEVO,69,19.5,2694,1300.0,41880,81.0,13100.0,--
2134,EDBATTRACTION,78,7.1,330,552.0,41881,31.0,2500.0,--
2135,VAZEK_TOMI,49,65.8,141,3200.0,41886,146.0,1700.0,--
2136,LESPARODIEBROS,78,6.9,1163,536.0,41903,218.0,92700.0,--
2137,ROMAINNEXTGEN,70,18.1,440,1300.0,41968,118.0,3600.0,--
2138,YUUSEI,35,128.2,561,4400.0,42016,6.0,6600.0,366000
2139,ELLYNA_HOPS,65,25.3,445,1600.0,42029,41.0,12500.0,--
2140,LAPETITEMAROS,55,46.5,658,2600.0,42048,38.0,33400.0,--
2141,TMZYPHER,33,137.2,288,4600.0,42068,66.0,1100.0,--
2142,MAPA_GAMING,45,79.0,293,3500.0,42155,33.0,1300.0,--
2143,TATADRAPI,50,60.9,395,3000.0,42187,233.0,4700.0,--
2144,KLAHOES,62,31.5,295,2000.0,42192,47.0,2900.0,--
2145,BLUEMERIA_,44,80.8,331,3600.0,42220,73.0,1800.0,--
2146,SAUCISSONNATURE,61,33.8,854,2100.0,42227,216.0,5400.0,--
2147,ADYCE_,54,49.1,1937,2700.0,42230,297.0,8100.0,--
2148,GUIMAUSETERRIER,70,17.5,661,1200.0,42233,33.0,9100.0,--
2149,VULVYQUEEN,42,90.5,325,3800.0,42237,301.0,4600.0,--
2150,LITTLE_MITSUNE,51,58.0,184,3000.0,42267,132.0,822,--
2151,KATALES88,58,39.0,1946,2300.0,42302,1400.0,56000.0,--
2152,TEAMBDS,74,11.0,5025,818.0,42322,12.0,54600.0,362000
2153,PROFESSEUR_SHAKI,51,56.7,177,2900.0,42345,169.0,277,--
2154,FUNKYSTACHE,78,5.3,199,410.0,42347,1.0,161,--
2155,SAUVTC,72,13.4,990,963.0,42358,17.0,3600.0,--
2156,ZAAGO_,72,13.8,247,993.0,42377,203.0,730,--
2157,SOHARUMI,72,13.8,845,1000.0,42381,6.0,7300.0,--
2158,SKUDA_LIVE,47,69.2,2109,3200.0,42416,30.0,3500.0,--
2159,KRUPPILOL,49,62.6,1553,3100.0,42430,19.0,8200.0,--
2160,NAWALARIES__,34,131.3,1078,4400.0,42484,256.0,7100.0,--
2161,RASMELTHOR_MULTIGAMING,63,28.2,677,1800.0,42490,255.0,5500.0,--
2162,VASSMANST,64,26.8,135,1700.0,42507,153.0,1300.0,--
2163,VOVOFTN,43,81.6,367,3500.0,42579,403.0,24800.0,--
2164,ABARAII,53,49.4,1109,2600.0,42591,276.0,14200.0,--
2165,MAXFUTT,47,68.8,1473,3200.0,42610,275.0,9700.0,--
2166,DIOXYTE,50,57.7,81,2900.0,42662,43.0,1200.0,--
2167,CHELOO_1,42,86.9,880,3600.0,42694,213.0,4700.0,--
2168,IRONYX_,65,23.8,120,1600.0,42715,36.0,701,--
2169,KRATINGDEANG,43,83.5,226,3600.0,42726,96.0,495,--
2170,BARBIE7236,40,96.4,97,3800.0,42775,588.0,1200.0,--
2171,BYSLIDE,64,25.3,4378,1600.0,42839,3.0,167000,1710000.0
2172,DEADZACH44,67,19.7,681,1300.0,42906,81.0,4500.0,--
2173,GRAFIKART,67,19.8,1790,1300.0,42924,39.0,14500.0,--
2174,THEROY_TV,75,7.6,2483,569.0,42958,1.0,401,--
2175,KATHALINIA,43,81.2,117,3500.0,42985,151.0,1300.0,--
2176,JOHNTWTVLOL,53,48.7,1198,2600.0,43010,120.0,2100.0,--
2177,OZENSTREAM,18,317.8,357,5800.0,43078,93.0,2700.0,--
2178,GL_GREGLAP,37,110.4,475,4100.0,43113,32.0,39900.0,628000
2179,AMARAS,32,140.7,269,4500.0,43122,24.0,9200.0,579000
2180,KYHRYU,37,107.9,103,4000.0,43146,111.0,567,--
2181,N0UM_,27,178.2,363,4900.0,43161,56.0,2800.0,--
2182,RAYTONTV,64,23.7,1256,1500.0,43166,952.0,132000,--
2183,SILKINAELTV,33,132.8,592,4400.0,43168,31.0,2600.0,--
2184,CRASHDUMPSG,62,26.8,1975,1700.0,43192,8.0,4700.0,--
2185,NADSKA45,31,146.2,456,4500.0,43193,135.0,891,--
2186,ANTARAUS,56,40.1,143,2200.0,43211,0.0,1500.0,--
2187,505KARMA,26,188.2,1052,5000.0,43216,105.0,4500.0,--
2188,OHXMAKAN,37,106.6,549,3900.0,43217,197.0,11600.0,--
2189,GUGU11_BS,65,21.6,397,1400.0,43221,497.0,6800.0,--
2190,OAMGUI,54,45.6,330,2400.0,43299,116.0,2000.0,--
2191,KRANKHAUS,29,162.4,476,4700.0,43312,6.0,9900.0,425000
2192,CHAOTICYUNIE,66,20.6,1126,1400.0,43315,19.0,4600.0,--
2193,LE_HARMONY,22,247.9,1349,5400.0,43333,25.0,1800.0,--
2194,KROKACCINO,35,121.0,1093,4200.0,43360,93.0,3800.0,--
2195,ALISONATOR,44,75.9,494,3300.0,43367,91.0,4400.0,--
2196,FRANKU1999,19,295.8,179,5600.0,43383,103.0,268,--
2197,WALLOUHHHH,37,106.2,74,4000.0,43393,23.0,1900.0,--
2198,EKAAAFN,72,10.6,115,759.0,43398,5.0,1200.0,--
2199,UNTERAAK,76,5.4,184,412.0,43400,31.0,1000.0,--
2200,LUZWORLDE,54,45.1,173,2400.0,43434,116.0,3800.0,--
2201,LAWARGAMEROOM,58,36.0,362,2100.0,43437,107.0,3100.0,--
2202,CHEZKEVINRAZY,74,7.7,117,572.0,43512,387.0,408,--
2203,BLOODGEMINI,34,121.6,166,4200.0,43524,94.0,14900.0,--
2204,JECHATV,34,122.1,259,4200.0,43545,73.0,4900.0,--
2205,MISSFLAMME,30,152.5,67,4600.0,43610,84.0,5500.0,--
2206,DEVOVO,37,105.4,290,3900.0,43630,2400.0,110000,1420000.0
2207,METRASLEEP,31,146.0,313,4500.0,43632,857.0,2300.0,--
2208,MELINUUX,38,100.6,429,3800.0,43662,231.0,4800.0,--
2209,BADGALTTV,43,77.0,720,3300.0,43669,199.0,7700.0,--
2210,DYDYZOOM,41,86.1,116,3500.0,43707,1700.0,21700.0,--
2211,K2SAD,24,216.9,1777,5100.0,43710,167.0,10800.0,--
2212,1_YSO,75,5.9,628,444.0,43755,40.0,1700.0,--
2213,HAZE_61,25,203.3,112,5000.0,43780,114.0,324,--
2214,INDEFIXPSYCKO,39,95.8,330,3700.0,43811,66.0,840,--
2215,FARCANTIA,37,104.0,1072,3800.0,43823,252.0,1200.0,--
2216,MAGL,63,23.1,3252,1500.0,43843,62.0,49600.0,--
2217,BADTRIPQC,38,98.8,127,3800.0,43844,9.0,4300.0,--
2218,GRUMMPII,65,19.9,246,1300.0,43853,2700.0,6900.0,--
2219,CHESS24FR,59,31.3,7967,1900.0,43855,16.0,23000.0,6830000.0
2220,CHRONOMIA,47,62.0,961,2900.0,43891,369.0,4700.0,--
2221,DREIVOHS,37,103.3,1842,3800.0,43903,37.0,8200.0,--
2222,THEFIRSTDESCENDANTFR,66,18.7,100,1200.0,43950,240.0,584,--
2223,LADOSETV,67,17.1,355,1100.0,43980,71.0,2800.0,--
2224,JUST_MOM0,33,126.3,54,4200.0,43986,22.0,817,--
2225,CLEMIICHE,26,186.4,79,4900.0,44007,97.0,1800.0,--
2226,KATCHOUZE,31,143.5,172,4400.0,44018,127.0,1300.0,--
2227,WSH_TV,67,16.4,9251,1100.0,44038,30.0,113000,--
2228,PODOGNON,36,108.1,328,3900.0,44064,211.0,2100.0,--
2229,APEXVAZANELI,48,59.5,365,2900.0,44096,271.0,21800.0,--
2230,NYAMASSIS,50,53.2,350,2600.0,44124,101.0,6300.0,--
2231,BODYBOYBOY,41,83.1,1102,3400.0,44140,987.0,22500.0,--
2232,NAIRERO,23,220.3,190,5000.0,44141,61.0,1500.0,--
2233,JHUUOO,35,112.4,1390,4000.0,44150,1400.0,1900.0,--
2234,ADEMO_N9,45,67.9,1968,3100.0,44180,285.0,321,--
2235,MATJUST_TAG_,31,140.7,1386,4300.0,44183,12900.0,12900.0,--
2236,NICKNAME_KIDY,45,67.4,282,3100.0,44199,367.0,1800.0,--
2237,XXX_LATINANOBLM_XXX,68,14.8,196,997.0,44221,73.0,77,--
2238,SHINOPAVELS,53,44.3,5140,2400.0,44240,26.0,11400.0,--
2239,CR4ZY_R3D,59,30.9,177,1800.0,44252,33.0,2800.0,--
2240,KILLUZAN_,56,37.5,1617,2100.0,44286,67.0,10900.0,--
2241,WILLTUPAC,53,44.9,571,2400.0,44303,32.0,5700.0,--
2242,FURY976TV,65,19.3,118,1300.0,44322,3.0,440,--
2243,10NOBLAZE_OFF,46,65.0,63,3000.0,44329,2400.0,8400.0,--
2244,LODONIRI,64,20.9,205,1300.0,44341,327.0,3100.0,--
2245,MONSIEUR_TK,71,9.8,484,696.0,44396,45.0,5300.0,--
2246,NOZARASHIITV,17,340.0,212,5600.0,44425,252.0,9100.0,--
2247,YULLAW,30,147.0,82,4400.0,44429,84.0,2500.0,--
2248,MARCOLUDO,57,34.4,324,1900.0,44438,4.0,3900.0,--
2249,P4SC4L,31,140.1,1190,4300.0,44440,22.0,22400.0,726000
2250,BRYBRY_,46,65.1,716,3000.0,44442,133.0,6100.0,--
2251,WRADION,33,124.5,929,4200.0,44445,233.0,4000.0,--
2252,BOTWARGA,74,6.0,678,443.0,44446,73.0,199,--
2253,MIGDELTA,58,31.4,1137,1800.0,44452,10.0,4200.0,--
2254,LEPIMENT__,35,109.8,1467,3900.0,44471,300.0,4900.0,--
2255,BASTIENART,63,21.9,934,1400.0,44478,1000.0,8000.0,--
2256,FRAPPE_Q1_COUP,44,69.8,1309,3100.0,44485,71.0,30000.0,542000
2257,MORDHRED,40,85.9,571,3500.0,44504,24.0,6300.0,--
2258,YUBELYUKITV,65,18.5,1714,1200.0,44516,3.0,11600.0,--
2259,SIMPLEMENT_EDU,73,6.3,189,458.0,44580,17.0,2400.0,--
2260,MIRAPASSELETEMPS,32,131.0,320,4200.0,44608,90.0,450,--
2261,BARO_28,73,6.0,513,441.0,44673,0.0,202,--
2262,ZAKART_QC,57,33.9,180,1900.0,44677,4.0,96,--
2263,STARLOWKUN,71,8.7,963,615.0,44683,50.0,2300.0,--
2264,WELLIAH,40,87.3,724,3500.0,44687,71.0,3800.0,--
2265,DANCE_WITH_HIM,73,6.5,709,474.0,44707,47.0,12000.0,--
2266,IRULIO,34,118.4,339,4000.0,44708,19.0,4300.0,--
2267,ACEGAMERSAM,36,107.6,562,3800.0,44719,24.0,5200.0,--
2268,JUSTENANA,57,32.9,244,1900.0,44734,15.0,9000.0,--
2269,POULOUTE,51,49.0,1697,2500.0,44737,36.0,11800.0,--
2270,2CALION97400,58,31.0,732,1800.0,44776,253.0,309,--
2271,BOT_FLOFLO,38,93.3,159,3600.0,44796,86.0,920,--
2272,SWISH,35,109.7,1891,3800.0,44824,49.0,15600.0,243000
2273,GUDULE_1ER,45,66.6,456,3000.0,44840,69.0,5700.0,--
2274,MAMAN0VITCH,34,114.9,97,3900.0,44845,378.0,585,--
2275,NALEP_,51,47.0,1114,2400.0,44850,441.0,81700.0,--
2276,GONZZOTV,51,47.1,91,2400.0,44858,37.0,4200.0,--
2277,SPACE_THOMALICE,59,28.3,477,1700.0,44865,82.0,3500.0,--
2278,ZAELITE,43,73.3,670,3100.0,44873,245.0,2500.0,--
2279,THAIGERLAND,35,111.2,611,3900.0,44890,107.0,7600.0,--
2280,HANNY017TV,61,24.5,357,1500.0,44896,46.0,8500.0,--
2281,ZUULUU_,46,62.2,201,2900.0,44902,165.0,2300.0,--
2282,REDWORE2297,47,59.3,262,2800.0,44941,148.0,1600.0,--
2283,BRUNOGRAFFER,54,39.6,113,2100.0,44983,875.0,19300.0,--
2284,ACKERMIAM,47,59.6,167,2800.0,45023,149.0,202,--
2285,EN_442,60,25.7,321,1500.0,45033,107.0,2500.0,--
2286,NADIA81QC,49,53.3,377,2600.0,45041,79.0,3700.0,--
2287,MRDOUDROCKS,43,71.4,2351,3000.0,45115,692.0,5600.0,--
2288,AESMODIA,44,68.6,445,3000.0,45125,13.0,3100.0,--
2289,BANDIT_MTG,63,19.4,461,1200.0,45137,147.0,6000.0,--
2290,LIFEISCOOL,65,16.0,2884,1000.0,45169,2.0,29600.0,--
2291,MKPROD,48,53.6,103,2600.0,45217,378.0,35100.0,--
2292,OWLEEEE,30,142.4,397,4200.0,45251,128.0,1700.0,--
2293,VANUKEE,67,13.5,441,902.0,45272,208.0,18700.0,--
2294,SAILOR_Q,28,155.7,63,4400.0,45278,33.0,379,--
2295,FAY_NIX,44,67.9,320,3000.0,45338,207.0,2800.0,--
2296,WINSITOOOO,57,31.2,64,1800.0,45348,27.0,2400.0,--
2297,LEENFPSS,43,70.6,621,3000.0,45352,110.0,5600.0,--
2298,FBABA67,38,92.6,525,3500.0,45361,1000.0,2900.0,--
2299,JEREZALTO0,48,54.1,117,2600.0,45367,2400.0,9400.0,--
2300,LF_FAFA,59,27.6,390,1600.0,45386,588.0,1100.0,--
2301,LILITVS,39,87.8,527,3400.0,45387,93.0,4800.0,--
2302,DILYA,32,128.2,1674,4100.0,45411,10.0,22700.0,--
2303,LUU_B,68,10.9,653,747.0,45449,67.0,3500.0,--
2304,ROTISS3UR,58,28.6,1993,1700.0,45454,6.0,9800.0,--
2305,LIKHANN_,31,129.5,213,4100.0,45475,68.0,1300.0,--
2306,IRYANNE,68,10.9,742,743.0,45486,8.0,9800.0,--
2307,STRACCIATINA,40,81.8,168,3300.0,45501,90.0,1800.0,--
2308,EDOUARD_EMB,47,55.3,2794,2600.0,45504,94.0,65000.0,974000
2309,SILOWA,27,168.1,66,4500.0,45518,45.0,1600.0,--
2310,KHOYATV,67,11.8,5659,793.0,45589,5.0,13700.0,829000
2311,MERJ1,58,27.9,4528,1600.0,45591,2.0,22300.0,--
2312,ORIONSH_TV,24,199.8,66,4700.0,45670,49.0,813,--
2313,LYNALLYA,37,95.6,68,3600.0,45672,196.0,3600.0,--
2314,LILITHLUMS,49,49.2,557,2400.0,45680,15.0,6800.0,--
2315,NINAQUILL,70,7.4,97,519.0,45694,28.0,1900.0,--
2316,CRB_OFFICIEL,68,9.8,455,667.0,45764,438.0,15500.0,--
2317,ONCL3PICK,38,89.6,204,3400.0,45775,710.0,14000.0,--
2318,SAIDSDK_,58,27.1,280,1600.0,45805,276.0,4800.0,--
2319,SAIVENFPS,63,17.4,772,1100.0,45823,48.0,6900.0,--
2320,ZENZENNNNNNNN,48,51.8,3602,2500.0,45844,105.0,11800.0,--
2321,MATEUSZ__9,45,61.6,1597,2800.0,45845,81.0,4600.0,--
2322,HEIKA_TV,26,172.2,167,4500.0,45856,175.0,3800.0,--
2323,HIBILLYICANFLY,25,180.8,1328,4600.0,45860,17.0,1400.0,--
2324,1WOOX1,36,99.7,144,3600.0,45869,19.0,5800.0,--
2325,DJ_SOMNAMBULE,42,72.8,245,3000.0,45910,29.0,1900.0,--
2326,GAZER17,35,104.9,728,3700.0,46002,1.0,16100.000000000002,--
2327,NOTHROD,45,60.9,400,2800.0,46017,36.0,2200.0,--
2328,FLOREYA,58,27.8,351,1600.0,46034,1900.0,22900.0,534000
2329,INDRIYA2X0,59,25.2,134,1500.0,46043,340.0,8400.0,--
2330,MRN_WYZE,65,13.6,82,876.0,46074,3.0,14,--
2331,LAN_ETS,56,30.4,167,1700.0,46085,180.0,2900.0,--
2332,ERO_G,55,32.2,8566,1800.0,46114,18.0,35600.0,1780000.0
2333,RANDOMWATCHERTV,41,74.8,1329,3000.0,46118,58.0,33600.0,379000
2334,KULINTV,25,181.1,482,4500.0,46126,688.0,1300.0,--
2335,MOSSIEUDGZ,50,44.7,644,2200.0,46148,48.0,1400.0,--
2336,RIRIMIAOU,68,8.5,1999,577.0,46169,113.0,43500.0,--
2337,NANIE_NAO,59,24.5,473,1500.0,46175,145.0,2200.0,--
2338,ILIESSCHK,69,7.0,130,487.0,46216,1400.0,3500.0,--
2339,MISSEMMM_,38,88.0,704,3300.0,46223,515.0,2200.0,--
2340,AMARINHOLIVE,70,6.3,183,440.0,46356,376.0,11000.0,--
2341,SKYZOFAB,60,22.3,342,1300.0,46360,38.0,6800.0,--
2342,MEKAJOESTAR,58,26.1,184,1500.0,46394,601.0,3400.0,--
2343,PILOTJF,55,31.2,212,1700.0,46437,89.0,2200.0,--
2344,TRADINGACADEMIE,52,38.2,177,2000.0,46501,62.0,4700.0,--
2345,CHACALINHO_,67,9.2,161,613.0,46515,374.0,2700.0,--
2346,IZETLINE,23,198.9,291,4600.0,46520,30.0,1100.0,--
2347,BIG_T93,33,114.5,123,3700.0,46533,3600.0,1800.0,--
2348,AZIREPHALE,24,192.3,443,4600.0,46540,64.0,1000.0,--
2349,M0UFTCHUP,36,96.2,315,3500.0,46570,42.0,911,--
2350,BENHZ,45,57.6,782,2600.0,46583,45.0,5900.0,--
2351,NEOSE_TRX,43,65.3,234,2800.0,46617,17.0,1500.0,--
2352,SOLO_LOKY,59,22.9,4310,1400.0,46635,2.0,2300.0,--
2353,SONIC5TH,41,72.1,67,3000.0,46638,363.0,4800.0,--
2354,GRIIZZLYANDCO,36,96.6,413,3400.0,46651,895.0,2200.0,--
2355,ESLIANE,42,68.9,218,2900.0,46664,88.0,2800.0,--
2356,QUICHWIN,40,76.9,626,3100.0,46688,73.0,5900.0,--
2357,KLRSKI,37,92.8,470,3400.0,46695,164.0,8400.0,--
2358,EPSIFNBR_,55,31.8,284,1800.0,46701,715.0,15100.0,--
2359,AMENMAFRAISE,46,56.0,1709,2600.0,46711,93.0,4200.0,--
2360,BERTENCHERES,37,90.6,1187,3400.0,46727,23.0,457,--
2361,TILOOUP_,65,12.3,261,795.0,46746,32.0,96,--
2362,MTGONES,60,21.5,112,1300.0,46747,57.0,152,--
2363,DEADBYDAYLIGHTFRANCE,62,17.9,323,1100.0,46767,204.0,1700.0,--
2364,FASTANDFABS,65,11.5,471,743.0,46785,63.0,1600.0,--
2365,YESKAPT,69,5.9,121,406.0,46786,66.0,1800.0,--
2366,ORIANELAA,36,96.1,66,3400.0,46804,363.0,974,--
2367,MATHIEU_UE,62,16.5,564,1000.0,46848,65.0,8200.0,--
2368,EIFAR_,51,39.4,4617,2000.0,46852,148.0,1800.0,--
2369,NENSHA,44,60.7,1264,2700.0,46853,975.0,37700.0,709000
2370,KARAL_CHAN,67,8.9,800,594.0,46854,132.0,50900.0,--
2371,PETOUNIO,40,75.3,164,3000.0,46855,90.0,2500.0,--
2372,DRAINSOULGG,52,37.3,592,1900.0,46857,43.0,964,--
2373,ALOAKIRBY,42,67.8,685,2900.0,46865,67.0,2800.0,--
2374,ZEBLOODY,29,137.6,491,4000.0,46896,57.0,5000.0,--
2375,FRENCHI,37,90.4,2844,3300.0,46912,38.0,8000.0,--
2376,LANFEY,53,35.2,649,1900.0,46918,104.0,7300.0,--
2377,SNAXOLID,44,59.7,645,2700.0,46922,28.0,340,--
