,name,avg_viewers,time_streamed,all_time_peak_viewers,hours_watched,rank,follower_gained,total_followers,total_views
694,BLUESTARDUST_,207,72.7,1308,15100.0,12242,228.0,5400.0,--
695,BXAKID,177,100.1,702,17800.0,12259,360.0,17300.0,272000
696,GROMALOKK,234,53.2,1524,12400.0,12289,507.0,18400.0,--
697,LAXYAA_,132,163.4,375,21600.0,12314,1100.0,5500.0,--
698,MAMAPAPRIKA,251,42.9,4011,10800.0,12318,419.0,7500.0,--
699,LVCYD,130,166.6,2357,21700.0,12345,1100.0,42500.0,550000
700,ICHIBAN_JAPAN,331,10.3,3347,3400.0,12351,133.0,43300.0,444000
701,AIRSERBIAAA,258,38.4,1286,9900.0,12375,2300.0,21300.0,--
702,LEFILSDEPUB,214,65.0,873,13900.0,12381,540.0,8100.0,--
703,LESNUMERIQUES,244,45.6,3754,11100.0,12398,85.0,26700.0,1230000.0
704,TONEEUW,149,132.5,8292,19700.0,12411,58.0,29400.0,3240000.0
705,HENIP,95,259.0,642,24600.0,12438,121.0,15300.0,1840000.0
706,ZBB__,123,179.5,1096,22000.0,12443,125.0,25600.0,1130000.0
707,MRLEV12,182,91.1,2641,16600.0,12457,303.0,128000,962000
708,HUNTER404X,245,44.1,1088,10800.0,12465,73.0,6800.0,--
709,RAGNAR67777,155,121.9,907,18900.0,12485,920.0,1800.0,--
710,BARTGEO,136,151.2,469,20500.0,12514,128.0,13400.0,--
711,C4__ASTROFYK,174,98.4,657,17100.0,12516,504.0,8200.0,337000
712,HELMOUMOUTE,231,51.4,1054,11900.0,12524,126.0,3800.0,--
713,GRIZZLYVGDS,94,257.0,1923,24200.0,12545,814.0,7900.0,--
714,BRAMSBEWZ,146,133.5,490,19400.0,12562,2100.0,9300.0,--
715,ZLAYGE,122,176.7,1510,21600.0,12576,201.0,3800.0,--
716,LASTBAROUDEUR,163,109.3,1720,17900.0,12588,241.0,34900.0,1060000.0
717,SEPHIJIN,160,112.6,3435,18000.0,12589,96.0,14800.0,272000
718,TIBOUDOUBOUDOU,198,73.1,971,14500.0,12628,607.0,38600.0,394000
719,NASKAMTF,137,146.5,347,20000.0,12636,364.0,1700.0,--
720,ENTERTHECRYPTOMATRIX,336,5.6,6997,1900.0,12639,9.0,44200.0,--
721,GABOONEZ,142,136.8,1105,19500.0,12672,422.0,2600.0,--
722,NICKYY,205,66.7,1177,13700.0,12682,637.0,10600.0,--
723,KHA_LEN,134,150.1,17177,20100.0,12695,247.0,22900.0,1460000.0
724,LEPANDAMAN,215,58.7,3329,12600.0,12733,1000.0,89500.0,1300000.0
725,MARCELDUCHEMIN,251,37.3,1330,9300.0,12734,220.0,4200.0,--
726,YOUBY4,172,95.8,1076,16500.0,12758,102.0,10200.0,--
727,CAILLOUTE,211,61.2,2041,12900.0,12778,288.0,6500.0,--
728,WARCONIXSYT,202,67.2,531,13600.0,12804,1200.0,1200.0,--
729,EVANV_77,302,15.0,1846,4500.0,12806,1300.0,84900.0,--
730,BOQQOU,240,42.2,2814,10100.0,12807,43.0,11100.0,--
731,KOALA_COSY,168,99.2,1769,16600.0,12831,202.0,8700.0,--
732,APHRODIZIAK_,176,90.5,4002,15900.0,12834,115.0,12100.0,707000
733,STELLIOSOW,131,152.8,1490,20000.0,12838,568.0,5800.0,--
734,LEDEMYU,331,5.3,1840,1800.0,12840,196.0,640,--
735,MARIKIGAI,276,24.2,4559,6700.0,12869,181.0,13600.0,--
736,SUPERZOULOUX,296,16.4,9369,4800.0,12886,14.0,107000,1650000.0
737,LA_FRANCE_INSOUMISE,329,5.2,7068,1700.0,12922,482.0,10700.0,--
738,NERDFACTORY,189,76.6,791,14500.0,12925,158.0,6400.0,--
739,TED_ETIENNE,307,12.0,9780,3700.0,12935,176.0,30300.0,668000
740,PMLEEK,232,45.1,12298,10500.0,12953,380.0,45400.0,747000
741,SCOOT1994,170,94.6,2128,16100.000000000002,12970,420.0,42700.0,1460000.0
742,MAVIENORMALE,155,112.0,299,17400.0,12980,71.0,4700.0,--
743,ESIX_FRANCE,277,22.5,2191,6200.0,12996,170.0,27200.0,506000
744,UNSTOPPROB,220,51.7,1811,11400.0,13011,960.0,13000.0,--
745,ARFELYA,321,6.5,959,2100.0,13063,7.0,202,--
746,EDEEXY,200,64.1,1032,12800.0,13144,735.0,50900.0,--
747,SIMPSONFRANCE1,152,112.5,401,17200.0,13160,1900.0,1900.0,--
748,NYPHTHYS,211,55.5,977,11700.0,13180,161.0,11600.0,--
749,STUPIDECONOMICS,305,10.0,1857,3100.0,13206,437.0,13200.0,--
750,ALEXPIKA_,85,270.1,712,23100.0,13219,70.0,6100.0,--
751,ARGOLDH,122,161.7,1542,19800.0,13221,387.0,3500.0,--
752,LEBERGY,217,50.3,1392,10900.0,13276,182.0,44000.0,1150000.0
753,BICHOUU3,210,54.7,581,11500.0,13292,3900.0,3900.0,--
754,WILFRIEDROZAY,206,57.1,3177,11800.0,13312,167.0,23300.0,--
755,SALEMFUTT,242,35.3,1990,8500.0,13315,441.0,44200.0,--
756,CHTIPAPY02,53,485.4,188,25700.0,13331,585.0,945,--
757,LRIAA_BDS,185,73.8,3707,13600.0,13342,590.0,82300.0,1350000.0
758,LESSNAH,102,207.2,450,21100.0,13350,348.0,4700.0,--
759,ANTISTAR,167,91.1,1109,15200.0,13357,90.0,10700.0,--
760,BEHOP_CS,157,102.6,3531,16100.000000000002,13360,328.0,15100.0,--
761,WAMOUN,182,76.2,4749,13900.0,13380,297.0,7300.0,--
762,YODALIVE_,116,171.0,1537,19800.0,13382,255.0,6100.0,--
763,CRIMSONSTYLE,91,242.2,1187,22100.0,13386,139.0,5100.0,--
764,STITER__,160,97.6,535,15600.0,13425,974.0,18800.0,--
765,PAQMANLIVE,256,27.0,520,6900.0,13433,1800.0,43100.0,--
766,FIRSTTEAM101,237,36.2,12291,8600.0,13444,590.0,74500.0,557000
767,ELEZIOR,83,272.1,310,22500.0,13454,0.0,2300.0,--
768,JMKUT,150,109.5,1061,16500.0,13464,2700.0,45600.0,--
769,CENTHOLEBEST,244,32.0,475,7800.0,13472,52.0,6100.0,--
770,ZPRIMEREDIF,241,33.7,679,8100.0,13474,746.0,751,--
771,YAMORZW,254,27.4,1025,6900.0,13482,183.0,10900.0,--
772,FUTUREKILEK,277,16.9,1341,4700.0,13509,4.0,1100.0,--
773,DARKSHINI_,261,22.7,422,5900.0,13627,949.0,2700.0,--
774,BOURRINATOR,136,127.1,2746,17300.0,13649,129.0,60000.0,7030000.0
775,MARYPOU,223,41.7,11705,9300.0,13669,26.0,13100.0,--
776,TIPSTEVENS,206,51.5,8197,10600.0,13733,5.0,35600.0,415000
777,JLFRANKLIN_,134,128.2,12412,17100.0,13735,59.0,116000,2330000.0
778,7KRONE,274,16.2,6296,4400.0,13736,258.0,9800.0,--
779,ULYSSETIF,305,5.3,2981,1600.0,13751,114.0,5600.0,--
780,EDWARD_RETRODECOUVERTE,272,16.7,11286,4500.0,13771,326.0,31300.0,--
781,R3YMANN,198,56.9,654,11200.0,13790,1000.0,7300.0,--
782,KILLAMEKIKI,173,77.5,640,13400.0,13801,216.0,19900.0,--
783,MALGANYR,110,174.6,7107,19100.0,13806,16.0,33100.0,10600000.0
784,DEFENDINTELLIGENCE,238,31.5,6991,7500.0,13813,12.0,41100.0,--
785,STONE__TV,124,144.2,1066,17900.0,13816,84.0,4800.0,--
786,ALUCARE_V2,247,27.1,947,6700.0,13818,40.0,8800.0,4270000.0
787,COCAOO_,160,90.8,1425,14600.0,13827,320.0,12200.0,--
788,THEUNGODBRIDGERTTV,283,11.8,576,3300.0,13831,38600.0,50700.0,--
789,LEFRENCHIIE,165,84.2,755,13900.0,13909,232.0,3500.0,--
790,PERSONATOR1LC,129,133.0,575,17100.0,13938,71.0,6900.0,--
791,JUSTICIER2LOMBRE,135,122.8,1810,16600.0,13941,395.0,23900.0,--
792,LA_BARRICADE,277,13.1,3506,3600.0,13949,476.0,5800.0,--
793,VDATY,117,153.8,3357,18100.0,13995,1500.0,8300.0,--
794,ROMYKO_,130,129.7,594,16800.0,14002,589.0,13700.0,--
795,SCIPIONISTA,298,5.2,846,1600.0,14008,300.0,10200.0,--
796,MALCOLM_FRANCE,251,23.0,538,5800.0,14015,781.0,1200.0,--
797,MUCHOFRUITO,123,141.7,897,17400.0,14025,141.0,9900.0,--
798,SOUSECOUTE,35,720.0,552,25400.0,14062,202.0,21100.0,--
799,JOSPLAYSENPAI,235,30.6,980,7200.0,14070,1700.0,31800.0,--
800,LIONNELY,120,147.5,490,17700.0,14071,341.0,11000.0,--
801,KITTY_R6,184,63.7,7142,11700.0,14090,2.0,117000,8710000.0
802,MADMOIZELLE,295,5.4,7312,1600.0,14128,1.0,13900.0,7640000.0
803,NICOTHEO_OFF,143,107.4,12586,15400.0,14137,12.0,47200.0,--
804,MABZOUEL,170,75.7,11816,12900.0,14173,63.0,172000,2390000.0
805,VALERIELEVESQUE,161,84.2,2142,13600.0,14184,969.0,8200.0,--
806,NATEEXPLORES,152,95.1,4102,14400.0,14193,183.0,5300.0,--
807,STROMBLOOPER,100,190.7,1047,19200.0,14198,212.0,5900.0,--
808,NDHKEFTAA,167,77.6,971,13000.0,14202,815.0,2600.0,--
809,CLAIRECACHE,270,13.2,2812,3600.0,14228,283.0,19900.0,458000
810,ARTEMIZE,92,215.4,429,19800.0,14234,198.0,2600.0,--
811,13KIRIOS,138,113.2,272,15600.0,14246,290.0,2800.0,--
812,KADA,226,33.5,7792,7600.0,14247,357.0,28300.0,--
813,COEURDELAMEUTE8,122,138.9,562,17000.0,14261,187.0,2000.0,--
814,ETIENNEPKR,154,90.9,826,14000.0,14294,146.0,12200.0,--
815,GLOBTOPUS,179,64.8,1223,11600.0,14324,30.0,20300.0,1200000.0
816,ABDELKDR,84,241.7,2202,20200.0,14327,1200.0,17600.0,--
817,ALAISEBLAZE,261,15.4,1588,4000.0,14358,48.0,13600.0,547000
818,SOUWTANE,119,142.1,2802,17000.0,14364,157.0,15900.0,--
819,ALYSTA,249,20.4,1429,5100.0,14389,481.0,27100.0,--
820,CALTUZAR,130,122.1,2083,15800.0,14437,636.0,28900.0,2049999.9999999998
821,SKIDOHUNTER,90,215.1,4747,19400.0,14443,54.0,8400.0,--
822,MALCOLM_SERIIE,222,33.3,1315,7400.0,14447,1100.0,1100.0,--
823,1TLAU,199,47.5,2143,9500.0,14451,171.0,26100.0,2790000.0
824,KEJINN,100,184.9,1314,18500.0,14458,61.0,6300.0,--
825,LEGROTV,146,98.2,1836,14300.0,14462,110.0,47000.0,620000
826,SARAHASMRFR,179,63.1,1120,11300.0,14469,602.0,26900.0,--
827,TOTOCHELECHEF,173,68.0,2513,11800.0,14472,2600.0,81900.0,--
828,DKS_DRAK,274,9.5,1307,2600.0,14478,29.0,116,--
829,BIZARRE_LE_MESQUIN_TV,35,699.3,238,24400.0,14480,610.0,813,--
830,VALMASTER,193,51.0,2532,9800.0,14536,119.0,8900.0,--
831,EMEII_,61,358.6,1426,21800.0,14573,60.0,9500.0,231000
832,CABRIDIY,161,78.3,3043,12600.0,14624,149.0,15500.0,--
833,ASSYAGRS,178,61.3,1576,10900.0,14660,465.0,25300.0,--
834,MYSTKV,139,103.8,5017,14500.0,14673,520.0,63000.0,588000
835,CAMILLE_CQB,227,28.5,3373,6500.0,14674,745.0,19800.0,--
836,BIGBONE_QCHS,143,98.1,638,14000.0,14695,284.0,7800.0,--
837,CAROTTE_P2N,131,115.3,751,15100.0,14701,504.0,1500.0,--
838,GOLDENNRL,277,6.5,644,1800.0,14709,1.0,231,--
839,PUNISHERENLIVE,212,36.0,4704,7600.0,14746,16600.0,48100.0,--
840,KSTAR,125,125.0,2700,15600.0,14748,14.0,78500.0,6900000.0
841,WEESIE,110,154.0,2219,16900.0,14758,395.0,25400.0,944000
842,YUKAINO,132,113.4,1857,14900.0,14763,674.0,12200.0,--
843,TIOOLOL,216,33.4,4291,7200.0,14786,3.0,30300.0,--
844,DOUTEUXTV1,118,135.7,982,16100.000000000002,14813,22.0,9400.0,417000
845,MIGMH,182,55.7,486,10100.0,14826,316.0,12100.0,--
846,SUITCHI7,148,89.4,3856,13300.0,14833,516.0,4200.0,--
847,WATERPATATE,141,98.8,7800,13900.0,14843,90.0,18100.0,1110000.0
848,OCTOLOTH,43,525.7,160,22800.0,14844,625.0,24400.0,--
849,TITOGOFLETTE,171,64.7,665,11100.0,14866,165.0,7500.0,--
850,TONTONGALSEN,213,33.9,5146,7200.0,14892,435.0,50600.0,223000
851,LYANNHA,167,68.2,1197,11400.0,14901,546.0,25900.0,--
852,AZANO__,113,143.5,664,16300.0,14926,72.0,10600.0,--
853,SIRGIBSY,263,10.0,9466,2600.0,14935,89.0,53700.0,1530000.0
854,AKWARTZ,196,43.9,509,8600.0,14985,17.0,12300.0,837000
855,MITSUNOHGAMES,117,134.6,2522,15800.0,14987,293.0,41400.0,369000
856,LILITH,130,112.5,4113,14600.0,14992,11000.0,80700.0,842000
857,FACOMBOY,243,17.8,542,4300.0,15001,3500.0,7100.0,--
858,KOUINIA,182,53.8,756,9800.0,15034,713.0,32500.0,--
859,BAKI83A,190,47.9,856,9100.0,15041,346.0,8300.0,--
860,PETITBISCUIT_,157,76.7,1269,12000.0,15055,87.0,9400.0,--
861,J0KICE,91,198.4,350,18000.0,15072,282.0,2400.0,--
862,REYOZFTN,85,217.5,1365,18500.0,15081,516.0,167000,1000000.0
863,MARCUSZEBOULET,272,5.4,3372,1500.0,15089,95.0,46900.0,--
864,DONAY_SW,129,112.1,543,14400.0,15114,128.0,2800.0,--
865,ABRIC0TT,145,89.8,3558,13000.0,15124,771.0,1500.0,--
866,SKILLI,120,126.8,2855,15200.0,15148,89.0,14600.0,--
867,BDS_AOSHIMA,103,162.1,358,16800.0,15167,72.0,5100.0,--
868,EZIO__OFF,136,100.8,305,13700.0,15205,445.0,4700.0,--
869,CYVOPH,218,28.5,3151,6200.0,15211,209.0,3500.0,--
870,KCMEH,252,12.0,1878,3000.0,15259,101.0,3400.0,--
871,MECHANT_PATRON,100,169.3,142,16900.0,15277,139.0,11800.0,--
872,WARGAMESPIRIT,114,136.8,1323,15600.0,15278,170.0,9900.0,--
873,JUNIORLEJ_,219,27.2,949,6000.0,15297,508.0,2800.0,--
874,TERRECASSEE,111,141.2,380,15700.0,15307,63.0,4600.0,--
875,WENDOHXSUZUKA,156,74.7,1273,11600.0,15311,28.0,6800.0,--
876,KOMBO000,265,6.1,2408,1600.0,15343,203.0,38800.0,--
877,2OLD4STREAM,150,81.0,1947,12100.0,15364,182.0,18100.0,--
878,SIHA_ART,164,65.7,4255,10800.0,15375,252.0,10000.0,--
879,LZHIDAN,181,50.8,1096,9200.0,15377,179.0,22000.0,--
880,ORANOR_GAMES,89,197.3,296,17500.0,15426,174.0,6300.0,--
881,OLIARIUS,159,68.5,616,10900.0,15542,2900.0,52100.0,--
882,MISTERFOX,256,8.1,1227,2100.0,15549,215.0,8700.0,--
883,MEHDIZAWA,177,52.7,2377,9300.0,15564,127.0,6200.0,--
884,BENJAMINCODE,230,19.1,4191,4400.0,15586,830.0,20000.0,--
885,MAMOKYTV,152,75.1,1075,11400.0,15604,120.0,13200.0,--
886,THORKINHO,254,8.6,891,2200.0,15613,43.0,4500.0,--
887,XEWER,127,107.5,17144,13700.0,15655,849.0,565000,15200000.0
888,PHALLEN,130,101.8,6017,13200.0,15732,67.0,20500.0,723000
889,HIINORA,99,161.5,670,16000.0,15735,1000.0,7700.0,--
890,SOOLKING,187,42.6,6392,8000.0,15739,1400.0,55500.0,--
891,FENRIR9733,249,9.2,603,2300.0,15742,234.0,27100.0,--
892,CEZIOP,253,7.3,464,1900.0,15768,3.0,72,--
893,NI_THEAL,129,101.7,896,13100.0,15827,112.0,2600.0,--
894,DUPREYYYYYYYYYYYYYYYY,107,140.4,157,15000.0,15846,9.0,122,--
895,R_MESSAOUD,176,49.0,784,8600.0,15879,138.0,9300.0,--
896,MARIECPALOT,231,15.7,8210,3600.0,15908,218.0,45500.0,527000
897,PEAXY,102,149.7,3419,15200.0,15956,31.0,33700.0,902000
898,SCOO_D,252,6.2,538,1600.0,15988,998.0,1600.0,--
899,JENGO_M,105,142.0,194,14900.0,15991,366.0,1500.0,--
900,SHAAVOOO,155,66.8,723,10400.0,15993,693.0,2700.0,--
901,NOGODI,171,52.1,564,8900.0,16000,1400.0,14400.0,--
902,SHOJIFR,179,45.8,632,8200.0,16002,19.0,10900.0,375000
903,SORCYER,115,121.8,1665,14000.0,16019,1400.0,48300.0,--
904,SHANSUUU,230,15.4,8764,3500.0,16024,103.0,7000.0,--
905,0XPICSOU,242,9.7,2097,2400.0,16051,56.0,21200.0,--
906,350YOUSS,170,52.0,1824,8800.0,16061,524.0,2800.0,--
907,FUKANO,197,32.7,3376,6400.0,16072,250.0,95700.0,1210000.0
908,ZAROIDE,119,112.8,1958,13500.0,16100,57.0,31000.0,651000
909,SMITHZZ,138,85.0,2170,11700.0,16107,68.0,45200.0,1060000.0
910,MEXICHEM,93,169.5,3950,15700.0,16150,222.0,33100.0,--
911,RIBOZOME,142,79.1,681,11200.0,16153,408.0,7900.0,--
912,SANOUK21,122,107.7,747,13100.0,16162,3600.0,9000.0,--
913,LAYTHO_,115,119.2,1791,13700.0,16170,943.0,29700.0,--
914,SECKOOH,131,93.3,864,12300.0,16173,845.0,31000.0,369000
915,BAROZEE,166,54.0,1041,8900.0,16260,2500.0,8400.0,--
916,PANDAAHHHHH,175,46.0,1339,8100.0,16270,193.0,13900.0,--
917,RUJOMA,141,79.4,456,11200.0,16282,59.0,2600.0,--
918,JAMES__PATAGHEUL,109,128.9,1062,14100.0,16285,20.0,2700.0,--
919,BRAHIM2TWITCH_,211,21.9,6604,4600.0,16347,343.0,42100.0,--
920,HOOSGAMING,116,114.3,1480,13300.0,16353,79.0,31900.0,1010000.0
921,JUJUGZN,142,77.0,839,10900.0,16359,425.0,1500.0,--
922,TELO,111,124.4,12746,13800.0,16364,9.0,37200.0,1320000.0
923,DOLLYWOOD_,130,92.3,1605,12000.0,16384,116.0,8800.0,--
924,ADAMCHICO_,235,10.2,2865,2400.0,16385,16.0,1800.0,--
925,MLLE_HELOISE,116,114.3,712,13200.0,16386,405.0,2500.0,--
926,SWIFIIII,141,77.3,1125,10900.0,16411,668.0,10200.0,--
927,PINDE,101,143.4,4127,14500.0,16417,79.0,18000.0,783000
928,ZEROTICK_,185,36.7,3535,6800.0,16469,144.0,17700.0,--
929,LK75_,228,12.6,418,2900.0,16486,6200.0,20900.0,--
930,FORDAKINGHS,104,135.8,1682,14100.0,16507,227.0,10000.0,--
931,PACKAM,134,84.8,4223,11300.0,16513,82.0,33600.0,1410000.0
932,DENTOZ,191,32.2,1278,6200.0,16528,1000.0,79000.0,--
933,BONJOURALBA,200,26.3,3385,5300.0,16532,21.0,8300.0,--
934,SPIIIKE,113,117.2,1027,13200.0,16543,119.0,3600.0,--
935,DIGGERWACKS_,68,254.6,1218,17300.0,16560,806.0,19100.0,--
936,RBCOP_,87,179.1,8243,15500.0,16587,714.0,6100.0,--
937,PRESTONCITRON,97,150.3,767,14600.0,16588,45.0,12200.0,253000
938,KAPANDS,120,104.0,1593,12500.0,16611,912.0,9200.0,--
939,MLLE_SUNNY,156,58.9,8995,9200.0,16624,3.0,18800.0,--
940,KIOSHIMA_FF,209,20.4,17257,4300.0,16651,64.0,153000,5340000.0
941,NHS_RL,88,174.3,1157,15300.0,16653,546.0,18600.0,--
942,MANUELFERRARATV,118,107.1,10552,12600.0,16661,400.0,446000,10700000.0
943,BOULETCORP,180,38.5,4135,7000.0,16662,144.0,30300.0,507000
944,ULTIMATE_GX,68,250.3,812,17100.0,16687,726.0,4700.0,--
945,QUIZAGE,188,32.3,2075,6100.0,16710,204.0,2700.0,--
946,XJ0NATHAN,157,56.7,960,8900.0,16737,3700.0,26200.0,614000
947,CHRISTELLED,73,225.4,1299,16500.0,16746,31.0,15000.0,3000000.0
948,SEEDXSTREAMPOPULAIRE,237,6.6,781,1600.0,16778,326.0,4700.0,--
949,ALANTRADINGYT,221,13.2,963,2900.0,16838,266.0,4200.0,--
950,SLEWYA,112,114.5,3044,12800.0,16840,152.0,11700.0,416000
951,THE_FOOTIX,215,16.1,1225,3400.0,16841,98.0,15900.0,--
952,PAAZIENZAA,187,31.9,1357,6000.0,16846,117.0,8200.0,--
953,CHEATAH_TV,95,150.3,652,14300.0,16880,100.0,31200.0,1440000.0
954,FREEMANSENSEI,135,79.1,3473,10700.0,16896,890.0,47400.0,496000
955,LAPETITEPOTIERE,191,28.5,1256,5400.0,16949,450.0,4100.0,--
956,ASB_SENPAI,143,68.3,687,9800.0,16976,52.0,10000.0,--
957,DEALOC,109,117.1,928,12800.0,16987,37.0,11600.0,399000
958,I_KAGAMI_I,95,147.4,1381,14100.0,16990,53.0,7700.0,--
959,ELBAT_TV,116,104.8,841,12100.0,17000,981.0,8200.0,--
960,BYILHANN_WAITINGROOM,100,135.5,1810,13600.0,17023,7700.0,7700.0,--
961,PARIATV,229,7.7,2399,1800.0,17049,124.0,336,--
962,JAPANEXPO,175,37.9,1208,6600.0,17077,984.0,8400.0,550000
963,BATTLEFRONTFR,138,72.7,305,10000.0,17084,1400.0,10900.0,--
964,EVOXIAMISS,106,121.7,3505,12900.0,17099,1600.0,4800.0,--
965,SHYNOUH,131,80.6,4634,10600.0,17133,63.0,73200.0,1790000.0
966,HAKANINHOO,72,221.4,553,15900.0,17141,662.0,16800.0,--
967,BOUDINDAMOUR,104,124.2,1368,13000.0,17143,141.0,3000.0,--
968,SLHHH_,92,152.6,443,14000.0,17171,194.0,4300.0,--
969,MAKSE_TV,171,40.0,214,6800.0,17192,507.0,12500.0,--
970,SHAMBIESS,105,122.0,1185,12800.0,17193,41.0,9600.0,--
971,TV___RETRO,228,7.0,663,1600.0,17210,700.0,842,--
972,WHOONY,128,83.4,1204,10700.0,17223,76.0,22200.0,--
973,JIROCK,199,21.1,809,4200.0,17228,30.0,11800.0,437000
974,SELINUM,77,198.1,6268,15300.0,17238,64.0,19300.0,756000
975,SUPER_BULLE,88,162.2,3679,14300.0,17254,115.0,12200.0,524000
976,SAIZEN,165,43.7,3289,7200.0,17294,354.0,37400.0,--
977,LEAPRIMA,102,127.1,4532,12900.0,17321,318.0,7800.0,--
978,HAYAKUMTG,39,470.1,580,18500.0,17377,202.0,6500.0,454000
979,ARNAUD_TSAMERE,216,11.3,8318,2400.0,17387,243.0,84200.0,1610000.0
980,LES_ARCHIVES,126,84.1,853,10600.0,17404,428.0,8200.0,--
981,GALLYP,150,55.6,1497,8400.0,17440,80.0,6700.0,--
982,LEBOURLINGUEUR,117,97.0,1084,11300.0,17476,258.0,13600.0,--
983,VINCENTDINTERNET,225,6.3,1831,1400.0,17509,76.0,7000.0,--
984,NULUKIE,108,111.8,1164,12100.0,17526,618.0,8300.0,--
985,DEVGIRL_,147,58.3,407,8500.0,17528,665.0,6600.0,--
986,CULTUREPSG_COM,227,5.2,754,1200.0,17546,11.0,3400.0,--
987,JULIENDRNP,147,57.6,873,8500.0,17555,355.0,5900.0,--
988,NORBY,109,109.6,6596,11900.0,17567,120.0,157000,2820000.0
989,REALOY,211,12.3,702,2600.0,17581,23.0,836,--
990,YONIYK,182,28.7,1071,5200.0,17597,119.0,6200.0,--
991,KEIJARP,113,101.6,433,11500.0,17598,352.0,12600.0,--
992,TOUSKITV,78,188.0,521,14700.0,17608,50.0,3100.0,--
993,NANOU_FPS,155,49.2,4406,7600.0,17642,1800.0,39800.0,--
994,WAIFUFAN2000,209,13.0,1069,2700.0,17652,155.0,6400.0,--
995,N0TIZI,108,110.0,451,11900.0,17654,46.0,1700.0,--
996,STOPWATCHLOL_,215,10.1,1042,2200.0,17656,38.0,7400.0,--
997,JARKYTOF,211,11.5,1169,2400.0,17667,127.0,139,--
998,NITROXTV_,90,149.8,2590,13500.0,17680,320.0,11700.0,--
999,ELMAMENE,141,62.8,6788,8800.0,17700,61.0,12300.0,--
1000,EKYLIBRE,148,55.5,754,8200.0,17703,316.0,1500.0,--
1001,TOMATISSE,131,73.4,965,9600.0,17758,1000.0,27900.0,--
1002,PIOUPIOULOVER,123,83.9,13534,10400.0,17769,649.0,45900.0,534000
1003,HOYZ,116,94.9,404,11000.0,17775,82.0,13000.0,--
1004,ZARAKI_YT,156,46.8,1487,7300.0,17802,222.0,10600.0,--
1005,AVABLOOM_,98,128.4,1539,12600.0,17808,231.0,19100.0,334000
1006,FRANCK_MILLER,109,105.7,5517,11500.0,17870,57.0,11400.0,690000
1007,GF_IGUEL,100,121.1,1598,12100.0,17972,93.0,21600.0,--
1008,FABDCOLSON,130,71.8,4661,9400.0,18006,280.0,6200.0,--
1009,SHINJITOOFAST,165,37.4,585,6200.0,18009,6600.0,9200.0,--
1010,DARXCIOO,205,11.9,4976,2400.0,18024,152.0,48600.0,--
1011,CLARARUNAWAY,214,7.4,3161,1600.0,18055,54.0,15100.0,--
1012,GIJOHNDO,80,170.7,1555,13700.0,18074,119.0,29000.0,363000
1013,ENAOLF,130,71.1,3343,9200.0,18088,1000.0,25200.0,713000
1014,ICEEE,78,179.0,950,13900.0,18117,489.0,7300.0,--
1015,JUANIITOOOO,175,28.4,2685,5000.0,18147,48.0,22300.0,687000
1016,JPOUILLE_ET_JESS,72,199.7,6661,14400.0,18166,48.0,12000.0,419000
1017,KOKIHIETE,119,84.1,478,10000.0,18176,64.0,5800.0,--
1018,QUINTAINECAROLE,185,21.8,3789,4000.0,18183,27.0,39400.0,--
1019,TIMOTAF,216,5.5,330,1200.0,18213,1.0,562,--
1020,SCIENCEFICTION2000,98,121.3,379,11900.0,18258,124.0,3400.0,--
1021,MERUU1,116,88.4,1620,10200.0,18261,1400.0,2300.0,--
1022,LOUTRESAMA,113,92.4,321,10500.0,18271,281.0,1400.0,--
1023,ARTESIO,94,130.5,1426,12200.0,18280,31.0,15200.0,2890000.0
1024,LIKYWIND,83,158.8,2188,13200.0,18286,345.0,17700.0,--
1025,JUNGO,111,96.2,1481,10700.0,18314,59.0,11400.0,410000
1026,CHLOE,137,59.9,4270,8200.0,18326,281.0,17400.0,--
1027,DANYLCHULO,200,12.5,673,2500.0,18371,396.0,9400.0,--
1028,LECASTEURFOU,123,76.0,397,9300.0,18455,1300.0,9800.0,--
1029,HALLOWFR,88,142.3,515,12500.0,18473,377.0,11200.0,--
1030,SIPHANO,179,22.7,4683,4100.0,18587,255.0,239000,1970000.0
1031,HARUMATE,88,139.5,1240,12300.0,18639,79.0,3300.0,--
1032,ALICERAGE_,135,58.9,1271,8000.0,18674,246.0,6400.0,--
1033,ONYOFFICIAL,77,172.1,1507,13300.0,18679,1500.0,23600.0,--
1034,TOONTV,157,37.7,2248,5900.0,18706,0.0,26500.0,1070000.0
1035,JACKZJ,181,20.6,449,3700.0,18736,1500.0,9100.0,--
1036,WEREXEU,72,189.8,708,13600.0,18748,970.0,11600.0,--
1037,NANOFOOTBALLTV,205,7.1,936,1400.0,18761,105.0,17700.0,--
1038,YSADHORA,134,59.6,365,8000.0,18784,117.0,6600.0,--
1039,LEPAPYOFFICIEL,77,170.3,308,13100.0,18789,2000.0,14000.0,--
1040,ANKOUUU_,55,274.9,170,15100.0,18798,1800.0,2200.0,--
1041,POLAKFIFA,180,20.2,2423,3600.0,18867,347.0,80200.0,--
1042,DISTORIA,88,135.8,684,12000.0,18871,50.0,8900.0,510000
1043,TALION,138,53.7,1166,7400.0,18874,41.0,16000.0,--
1044,JEREM,87,138.9,2413,12000.0,18905,765.0,10900.0,--
1045,WOTOP_,127,66.2,1572,8400.0,18909,449.0,37800.0,--
1046,JENNYYL,86,140.6,3328,12100.0,18935,41.0,32200.000000000004,510000
